Date of Sale,Product ID,Product Name,Category,Quantity Sold,Unit Price,Total Sales Value,Cost of Goods Sold (COGS),Gross Profit,Sales Channel,Customer ID,Customer Name,Customer City,Customer State,Customer Country,Payment Method,Discount Applied,Tax Amount,Shipping Cost,Return Status,Sales Representative ID,Sales Representative Name,Region,Quarter,Notes/Comments
2024-04-01,P9964,Non-fiction,Books,10,995.35,9953.5,5365.91,4587.59,Online,C44608,Matthew Thornton,South Melanie,Minnesota,Seychelles,Bank Transfer,1493.02,995.35,18.79,Not Returned,S653,Chelsea Bennett,South,Q2,Treat name join foot.
2024-04-13,P4830,Jacket,Clothing,2,902.85,1805.7,1178.11,627.59,Retail,C78251,Jonathan Wilkins,Ashleyhaven,Wisconsin,Bahrain,Credit Card,90.29,180.57,18.89,Not Returned,S270,Sharon Soto,East,Q2,Just Mr PM gas.
2024-11-10,P7799,Vacuum Cleaner,Home & Kitchen,10,160.43,1604.3,1126.11,478.19,Retail,C58421,Joseph Hartman,New Jake,South Carolina,South Georgia and the South Sandwich Islands,Bank Transfer,0.0,160.43,19.95,Not Returned,S537,Frederick Green,North,Q4,Person anything kitchen artist wear remain account.
2024-02-28,P8705,Biography,Books,9,49.06,441.54,246.85,194.69,Wholesale,C46513,Timothy Roberson,South Catherinebury,New York,Portugal,Credit Card,22.08,44.15,7.83,Not Returned,S667,Vickie Brown,East,Q1,Candidate pay light better catch game.
2024-11-25,P4198,Jacket,Clothing,10,23.4,234.0,167.64,66.36,Wholesale,C11493,Louis Cole,North Stefanie,Florida,Estonia,Credit Card,0.0,23.4,8.39,Not Returned,S556,Luis Soto,North,Q4,Remember claim day data sometimes evidence human.
2024-06-23,P8471,Doll,Toys,6,978.52,5871.12,3415.62,2455.5,Wholesale,C33116,Travis Miller,Diazside,Utah,Niger,Bank Transfer,293.56,587.11,18.76,Not Returned,S269,Karen Wallace,North,Q2,Until degree machine.
2024-11-15,P8900,Smartphone,Electronics,9,863.38,7770.42,5688.1,2082.32,Online,C64786,Donna Brewer,West Marymouth,Wisconsin,Uruguay,PayPal,1165.56,777.04,17.39,Not Returned,S635,Samantha Wu,East,Q4,Bed tonight compare.
2024-09-08,P7750,Jeans,Clothing,6,358.86,2153.16,1324.98,828.18,Retail,C97237,Wanda Long,South Whitney,Oregon,Macao,Credit Card,215.32,215.32,18.75,Not Returned,S537,Daniel Carpenter,East,Q3,Push entire hand during put term respond.
2024-03-27,P9637,Jacket,Clothing,4,459.01,1836.04,1451.32,384.72,Online,C21090,Jacqueline Jones,New Scottmouth,Montana,Canada,Credit Card,0.0,183.6,3.5,Not Returned,S691,Charlotte Dawson,South,Q1,Important live pattern vote charge.
2024-07-01,P8521,Smartphone,Electronics,4,60.45,241.8,108.26,133.54,Online,C84088,Todd Johnson,West William,Kansas,Slovakia (Slovak Republic),Credit Card,12.09,24.18,2.32,Not Returned,S402,Donna Bennett,East,Q3,Move what alone especially.
2024-03-04,P4735,Jacket,Clothing,5,642.62,3213.1,2310.9,902.2,Wholesale,C85833,Heather Dudley,South Karen,Ohio,Turkmenistan,PayPal,160.66,321.31,0.34,Not Returned,S406,John Patterson,North,Q1,On this common work wish base effort.
2024-03-31,P5733,Comics,Books,10,638.35,6383.5,3392.34,2991.16,Retail,C99594,Amanda Sullivan,Adamschester,Arkansas,Togo,PayPal,319.18,638.35,10.81,Returned,S852,Jonathan Guerra,South,Q1,Rest southern fish rise organization center.
2024-11-05,P4827,Jacket,Clothing,9,127.81,1150.29,617.1,533.19,Retail,C90525,Hannah Robertson,Tannerview,Alaska,Belgium,Bank Transfer,172.54,115.03,9.76,Not Returned,S425,Katelyn Watson,North,Q4,Daughter table finally drop statement computer.
2024-12-12,P7254,Smartphone,Electronics,3,447.35,1342.05,591.08,750.97,Retail,C95727,Melissa Contreras,Nguyenville,Maryland,Portugal,PayPal,67.1,134.21,16.62,Not Returned,S527,Mary Gibson,North,Q4,Herself imagine pay because second lead.
2024-05-06,P6691,Jeans,Clothing,3,124.77,374.31,281.49,92.82,Online,C99272,Mary Lynch,Johnsonburgh,Mississippi,Fiji,PayPal,18.72,37.43,6.4,Not Returned,S402,Jessica Mitchell,South,Q2,Style thank argue it.
2024-08-15,P1244,Toaster,Home & Kitchen,8,986.17,7889.36,4298.35,3591.01,Wholesale,C28282,Tracy Middleton,New Benjamintown,South Dakota,Iceland,PayPal,1183.4,788.94,19.78,Not Returned,S944,Amy Shelton,North,Q3,Everybody simple heavy listen discussion phone billion often.
2024-03-01,P5819,Blender,Home & Kitchen,1,401.94,401.94,317.59,84.35,Wholesale,C75729,David Andrews,East Ericberg,Virginia,Lebanon,Credit Card,60.29,40.19,17.55,Not Returned,S285,Angel Smith,South,Q1,How add despite play medical animal.
2024-05-06,P9532,Board Game,Toys,5,418.75,2093.75,1181.7,912.05,Wholesale,C73107,Kenneth Smith,Reedside,Arkansas,El Salvador,Credit Card,209.38,209.38,10.01,Not Returned,S383,Matthew Barber,East,Q2,Trouble enter serve piece ok situation one.
2024-10-01,P6828,Biography,Books,4,768.27,3073.08,1476.41,1596.67,Online,C62041,Gregg Wilson,Johnsonborough,Kentucky,Tajikistan,Credit Card,307.31,307.31,16.26,Not Returned,S556,Tamara Aguilar,West,Q4,Behavior week both.
2024-12-09,P5241,Laptop,Electronics,10,380.25,3802.5,2995.51,806.99,Online,C38999,Nicole Waters,Port Jeremy,Delaware,Brunei Darussalam,Credit Card,570.38,380.25,0.73,Not Returned,S596,Pamela Durham,West,Q4,Per can current certainly yes finish.
2024-02-18,P1852,Board Game,Toys,5,579.82,2899.1,1634.44,1264.66,Wholesale,C48576,Amanda Carter,Edwardsmouth,Nebraska,Indonesia,PayPal,0.0,289.91,19.19,Not Returned,S131,Danielle Moore,West,Q1,Teacher away entire ball perhaps ahead indeed.
2024-04-30,P7072,Toaster,Home & Kitchen,3,667.04,2001.12,1596.38,404.74,Retail,C65518,Alexis Grimes,East Larry,Connecticut,Honduras,Bank Transfer,0.0,200.11,18.08,Not Returned,S274,Timothy Barton,East,Q2,Success employee like campaign trouble.
2024-10-21,P7965,Jacket,Clothing,1,244.97,244.97,101.09,143.88,Wholesale,C61098,David Campbell,West Wesleymouth,North Dakota,Tonga,Bank Transfer,12.25,24.5,4.52,Not Returned,S622,Jason Stevens,North,Q4,Worry book rest step society arrive job wide.
2024-09-05,P4281,Toaster,Home & Kitchen,8,34.69,277.52,165.44,112.08,Wholesale,C73634,Elijah Castro,Duncanport,Arizona,Angola,Bank Transfer,13.88,27.75,19.5,Not Returned,S993,Shannon Nicholson,South,Q3,Green doctor front science everyone imagine during.
2024-08-28,P7793,Laptop,Electronics,10,979.75,9797.5,6232.04,3565.46,Online,C24535,Jennifer Anderson,Port Kathryn,Ohio,Kazakhstan,PayPal,979.75,979.75,11.87,Not Returned,S348,Taylor Fields,South,Q3,Already final must position second all.
2024-11-03,P8751,Blender,Home & Kitchen,10,323.54,3235.4,2185.63,1049.77,Retail,C25989,Tiffany Stone,Melissamouth,New York,Albania,PayPal,0.0,323.54,15.31,Not Returned,S266,Lindsay Leblanc,East,Q4,How education begin see necessary.
2024-06-21,P6934,T-Shirt,Clothing,7,528.53,3699.71,2711.89,987.82,Retail,C12745,Laurie Reynolds,South Tiffany,New York,Saint Vincent and the Grenadines,PayPal,0.0,369.97,11.21,Not Returned,S744,Richard Thompson,South,Q2,Radio building city.
2024-03-29,P6169,Comics,Books,1,32.39,32.39,18.42,13.97,Online,C12747,Jacqueline Anderson,Kristopherville,Louisiana,Malaysia,Credit Card,4.86,3.24,16.03,Not Returned,S654,Vincent Jones,North,Q1,Speak heart together.
2024-03-27,P8944,Microwave,Home & Kitchen,4,162.61,650.44,437.17,213.27,Retail,C15993,Jennifer Lawrence,South Jose,Ohio,Taiwan,Bank Transfer,0.0,65.04,8.91,Not Returned,S532,Michael Allen,East,Q1,Behind sort part kid beautiful discuss would.
2024-05-29,P6390,Jeans,Clothing,5,946.88,4734.4,3384.36,1350.04,Wholesale,C69285,Robert Hammond,New Melissaton,Rhode Island,United States of America,Bank Transfer,236.72,473.44,15.17,Not Returned,S583,William Yoder,South,Q2,Audience choice religious resource night have.
2024-04-12,P4620,Board Game,Toys,5,978.09,4890.45,2619.81,2270.64,Online,C93869,Joshua Miles,Powellside,South Carolina,Palestinian Territory,PayPal,733.57,489.05,18.08,Not Returned,S188,Angela Sharp,West,Q2,Drop operation you value hit space real.
2024-03-28,P8390,Action Figure,Toys,1,193.16,193.16,123.75,69.41,Wholesale,C57788,Anthony Harris,Loriland,New York,Russian Federation,PayPal,9.66,19.32,11.63,Not Returned,S332,Amber Jones,South,Q1,Later nearly surface ago have.
2024-05-30,P1360,Fiction,Books,1,128.68,128.68,67.71,60.97,Online,C93978,Timothy Simpson,Josephstad,West Virginia,Guinea,PayPal,0.0,12.87,2.68,Not Returned,S476,John Blackburn,East,Q2,Statement see into economic.
2024-03-23,P4312,Smartwatch,Electronics,5,865.95,4329.75,2583.68,1746.07,Wholesale,C59665,Randall Ryan,Brownville,Michigan,Svalbard & Jan Mayen Islands,PayPal,216.49,432.98,18.45,Not Returned,S481,Adam Knight,North,Q1,Might off issue official owner participant.
2024-12-09,P1733,T-Shirt,Clothing,4,264.1,1056.4,809.0,247.4,Retail,C22287,Brett Steele,Victorburgh,Rhode Island,France,Bank Transfer,105.64,105.64,13.99,Not Returned,S474,Christina Knight,North,Q4,Her condition community take loss economic half candidate.
2024-04-17,P2367,Smartwatch,Electronics,3,80.14,240.42,181.95,58.47,Online,C40756,Joel Barron,South Davidview,Arkansas,Taiwan,PayPal,12.02,24.04,7.18,Not Returned,S963,Allison Garcia,South,Q2,Southern control difference nor now.
2024-03-08,P2484,Laptop,Electronics,9,907.59,8168.31,5284.38,2883.93,Retail,C82394,Shaun Thompson,East Martha,Alabama,French Polynesia,PayPal,408.42,816.83,11.61,Not Returned,S525,Jason Hutchinson,West,Q1,Name ability anything employee your near like.
2024-06-30,P9717,Fiction,Books,10,144.92,1449.2,930.46,518.74,Wholesale,C44754,Kyle Gibson,West Steven,Alaska,Cambodia,PayPal,144.92,144.92,4.67,Not Returned,S955,Ashley Juarez,South,Q2,Professional consumer unit school suddenly American company myself.
2024-05-06,P3042,Doll,Toys,9,167.67,1509.03,808.87,700.16,Online,C53424,Katherine Sampson,North Jacob,South Carolina,Korea,Credit Card,150.9,150.9,7.93,Not Returned,S544,Rhonda Garcia,North,Q2,Owner eight than about anyone.
2024-05-31,P9175,Laptop,Electronics,10,707.12,7071.2,4443.2,2628.0,Online,C92959,Kelly Cardenas,New Susan,Texas,Ecuador,Bank Transfer,353.56,707.12,9.39,Not Returned,S761,Destiny Moore,South,Q2,Budget age hit.
2024-09-17,P1337,Doll,Toys,9,113.81,1024.29,780.37,243.92,Online,C16450,Brett Chan,West Tiffanymouth,Tennessee,Ghana,Credit Card,102.43,102.43,14.66,Not Returned,S701,Joseph Jones,South,Q3,Choose see entire cut memory actually last.
2024-07-04,P8059,Comics,Books,4,310.1,1240.4,608.97,631.43,Online,C43491,Dakota Robertson,Blevinsport,Idaho,Bosnia and Herzegovina,Bank Transfer,186.06,124.04,14.17,Not Returned,S717,Heather Shaw,South,Q3,Child game low color.
2024-02-05,P1128,Comics,Books,2,916.66,1833.32,1093.29,740.03,Wholesale,C32077,Matthew Smith,Duaneborough,Wisconsin,Belgium,Credit Card,275.0,183.33,0.54,Not Returned,S183,Marie Figueroa,East,Q1,Reduce clearly always card.
2024-07-25,P7667,Jacket,Clothing,9,15.21,136.89,100.13,36.76,Online,C91020,Rebecca James,Brettmouth,Pennsylvania,Slovakia (Slovak Republic),Credit Card,0.0,13.69,3.56,Not Returned,S694,Kelly Barnett,West,Q3,Hundred situation since next total.
2024-10-03,P9600,Headphones,Electronics,1,33.27,33.27,14.65,18.62,Wholesale,C64548,Jason Anderson,Amandamouth,Alaska,Comoros,Credit Card,1.66,3.33,10.34,Not Returned,S189,Ralph Bailey,East,Q4,Cover make work serious.
2024-12-11,P2159,T-Shirt,Clothing,9,838.67,7548.03,3875.99,3672.04,Retail,C55767,Ashley Torres,New Timothy,North Dakota,Paraguay,Credit Card,1132.2,754.8,1.86,Not Returned,S915,Adam Larson,South,Q4,Artist suggest president down eat force stay medical.
2024-05-24,P5857,Lego Set,Toys,9,662.23,5960.07,3541.35,2418.72,Retail,C57772,Mitchell Long,Meganburgh,South Dakota,Bouvet Island (Bouvetoya),Credit Card,298.0,596.01,5.79,Not Returned,S231,Lance Smith,East,Q2,Live always deep step present machine lay understand.
2024-01-18,P7164,Lego Set,Toys,7,89.22,624.54,480.14,144.4,Wholesale,C33091,Debra Hall,Lake Randy,Oregon,Niger,Credit Card,0.0,62.45,8.29,Not Returned,S543,Michelle Torres,East,Q1,How relate protect travel situation catch.
2024-09-11,P8496,Smartphone,Electronics,2,859.86,1719.72,1078.91,640.81,Online,C16745,David Hernandez,New Christopher,California,Austria,PayPal,85.99,171.97,18.46,Not Returned,S425,Daniel Martinez,South,Q3,Decision position partner owner officer.
2024-03-20,P2202,Microwave,Home & Kitchen,9,250.08,2250.72,1191.86,1058.86,Online,C92192,Brandon Wolf,Lake Matthew,Hawaii,Portugal,PayPal,225.07,225.07,10.97,Not Returned,S537,Brittany Jones,East,Q1,Draw again themselves common memory soldier.
2024-03-04,P8298,Doll,Toys,6,337.89,2027.34,1531.67,495.67,Retail,C25763,Kathryn Kent,Markport,Connecticut,Brunei Darussalam,PayPal,101.37,202.73,9.91,Not Returned,S453,Tracy Kelly,North,Q1,Political know phone political skin company pass.
2024-01-06,P2251,Blender,Home & Kitchen,2,873.92,1747.84,1006.18,741.66,Retail,C58201,Diane Gomez,Lake Charlesstad,Mississippi,Indonesia,Bank Transfer,174.78,174.78,13.25,Not Returned,S906,Regina Lawrence,North,Q1,So over ball election subject central best.
2024-02-29,P7775,Vacuum Cleaner,Home & Kitchen,1,675.03,675.03,347.15,327.88,Retail,C63979,Christopher Ward,Cynthiafurt,North Carolina,Kuwait,Bank Transfer,33.75,67.5,15.23,Not Returned,S359,Kevin Miller,West,Q1,Concern section resource property against bed protect.
2024-09-24,P1346,Comics,Books,6,616.05,3696.3,2886.68,809.62,Retail,C43566,Katherine Parker,Millerstad,Michigan,Turks and Caicos Islands,Credit Card,184.82,369.63,18.64,Not Returned,S946,Sean Ryan,North,Q3,Evidence later into.
2024-07-21,P1218,Action Figure,Toys,7,885.84,6200.88,3111.04,3089.84,Wholesale,C75994,Melinda West,South Matthew,New Hampshire,Gambia,PayPal,310.04,620.09,11.97,Not Returned,S630,George Morse,North,Q3,Operation baby seat according toward.
2024-11-12,P2842,Smartphone,Electronics,10,303.28,3032.8,2084.88,947.92,Retail,C81911,Daniel Robinson,East Courtney,Arizona,Eritrea,Credit Card,151.64,303.28,15.93,Not Returned,S495,Elizabeth Wright,North,Q4,Close everybody help.
2024-04-23,P1513,Jeans,Clothing,9,581.14,5230.26,2857.04,2373.22,Online,C22244,Traci Roberts,Victoriaborough,Arizona,Cape Verde,Bank Transfer,523.03,523.03,3.19,Not Returned,S165,Brandon Jackson,East,Q2,Thought affect kind really way his.
2024-08-25,P9686,Headphones,Electronics,7,194.76,1363.32,1085.19,278.13,Wholesale,C53609,Ashley Reed,West Cindy,South Carolina,Madagascar,PayPal,204.5,136.33,14.43,Not Returned,S748,Tiffany Hudson,West,Q3,Building Mr bag image we billion.
2024-08-17,P2209,Biography,Books,10,302.62,3026.2,1796.45,1229.75,Online,C65328,Scott Diaz,West Zachary,Virginia,Bahrain,Credit Card,453.93,302.62,10.49,Returned,S673,Carrie Reynolds,North,Q3,Structure various example from consumer who.
2024-02-21,P4929,Fiction,Books,1,367.02,367.02,180.49,186.53,Retail,C79749,Ryan Brown,Nicholasborough,Ohio,United Kingdom,PayPal,18.35,36.7,16.46,Not Returned,S191,Sarah Murphy,South,Q1,Stuff office will glass.
2024-02-11,P2873,Non-fiction,Books,7,430.04,3010.28,1286.33,1723.95,Wholesale,C59167,Kelly Carr,Dustinstad,Illinois,Colombia,Credit Card,301.03,301.03,10.44,Not Returned,S493,David Sellers,West,Q1,Positive over black word agent security.
2024-12-09,P1646,Microwave,Home & Kitchen,9,434.11,3906.99,2354.92,1552.07,Wholesale,C70521,Grace Martin,Melissaville,Pennsylvania,Guinea,Credit Card,586.05,390.7,6.01,Not Returned,S820,David Daniels,South,Q4,Out also defense perhaps land truth.
2024-05-28,P6494,Fiction,Books,10,877.83,8778.3,4956.69,3821.61,Online,C72559,Brandon Smith,North Michelle,New Hampshire,Iceland,Bank Transfer,0.0,877.83,11.38,Not Returned,S770,Joseph Stewart,East,Q2,American care do.
2024-10-26,P9520,Vacuum Cleaner,Home & Kitchen,5,570.07,2850.35,2115.11,735.24,Online,C31660,Tiffany Carter,Sharpbury,Maryland,Niger,PayPal,427.55,285.04,17.67,Not Returned,S661,John Mcgee,South,Q4,Economic medical art blue.
2024-07-23,P5498,Toaster,Home & Kitchen,3,306.46,919.38,727.09,192.29,Wholesale,C20154,Donna Zamora,South Lindsay,Ohio,Iran,Credit Card,91.94,91.94,17.49,Not Returned,S852,Erik Bryan,North,Q3,Attorney news sometimes crime common church activity.
2024-06-23,P7921,Action Figure,Toys,9,974.98,8774.82,4603.01,4171.81,Retail,C22157,Christopher Ingram,Martinezland,Illinois,Peru,Credit Card,1316.22,877.48,8.16,Returned,S325,Gabriel Garcia,East,Q2,Ever doctor daughter senior.
2024-12-04,P3441,Vacuum Cleaner,Home & Kitchen,2,972.1,1944.2,1008.87,935.33,Online,C21991,Jennifer Torres,South Danny,South Carolina,Palestinian Territory,PayPal,97.21,194.42,3.9,Not Returned,S413,Thomas Young,South,Q4,Research something accept avoid sense network especially year.
2024-07-14,P8375,Board Game,Toys,5,509.29,2546.45,1671.51,874.94,Retail,C45583,Anthony Walsh,Kennethville,South Carolina,Benin,PayPal,0.0,254.64,16.91,Not Returned,S414,Gina Reese,West,Q3,Energy society election station strong.
2024-02-05,P9173,Blender,Home & Kitchen,1,210.0,210.0,144.32,65.68,Wholesale,C34387,Michael Garcia,Port Alexandrafort,Arkansas,Guyana,Credit Card,21.0,21.0,11.46,Not Returned,S714,Henry Carney,North,Q1,Ahead wife continue season.
2024-11-19,P6819,Action Figure,Toys,10,828.34,8283.4,4650.44,3632.96,Wholesale,C27393,Kevin Cohen,Davismouth,California,Cote d'Ivoire,PayPal,414.17,828.34,1.68,Not Returned,S511,Thomas Williams,South,Q4,Know medical commercial.
2024-07-08,P8024,Microwave,Home & Kitchen,4,407.61,1630.44,1116.32,514.12,Retail,C96402,Brittany Kelley,Tinaview,Delaware,Svalbard & Jan Mayen Islands,PayPal,244.57,163.04,14.82,Not Returned,S701,Theresa Anderson,West,Q3,Score difficult animal.
2024-01-01,P5074,Non-fiction,Books,9,991.68,8925.12,6784.87,2140.25,Retail,C27169,Diane Owens,Pageland,Vermont,Jersey,Credit Card,1338.77,892.51,12.12,Not Returned,S134,Alyssa Hartman,North,Q1,Worry month knowledge often pattern member.
2024-12-10,P3524,Shoes,Clothing,1,234.53,234.53,136.91,97.62,Retail,C13073,Christopher Robinson,East Stephanietown,Missouri,Tokelau,Bank Transfer,0.0,23.45,3.67,Not Returned,S970,Jeanne Rodriguez,South,Q4,Both between plant his.
2024-01-23,P7639,Jacket,Clothing,2,377.65,755.3,433.07,322.23,Online,C31968,Timothy Morris,Port Jennamouth,Missouri,Guinea-Bissau,PayPal,0.0,75.53,0.84,Not Returned,S380,Charles Moreno,East,Q1,Join western chance reduce southern police Republican.
2024-07-25,P5635,Fiction,Books,5,52.7,263.5,170.15,93.35,Wholesale,C48118,Michael Cisneros,Port Kimhaven,Alabama,Cocos (Keeling) Islands,Credit Card,0.0,26.35,1.54,Not Returned,S482,Bradley Kent,South,Q3,Rate apply third.
2024-11-20,P8693,Jacket,Clothing,7,316.21,2213.47,1205.82,1007.65,Wholesale,C28165,Levi Thomas,Hernandezshire,Utah,Syrian Arab Republic,Bank Transfer,110.67,221.35,16.06,Not Returned,S328,Richard Gordon,East,Q4,Three we sister performance.
2024-09-28,P4924,T-Shirt,Clothing,7,292.81,2049.67,1539.16,510.51,Wholesale,C64557,Michael Williams,West Michelebury,Ohio,Pakistan,Bank Transfer,0.0,204.97,18.02,Not Returned,S935,Joseph Atkins,North,Q3,Mention apply else.
2024-08-31,P3290,Board Game,Toys,5,378.01,1890.05,1124.87,765.18,Wholesale,C37351,Mia Hall,Lake Andrew,Arizona,Cote d'Ivoire,Credit Card,189.0,189.0,6.02,Not Returned,S711,Michelle Richardson,South,Q3,Knowledge right hope share exist.
2024-08-22,P4576,Comics,Books,7,350.1,2450.7,1178.36,1272.34,Wholesale,C49691,Nicole Smith,New Sheryl,Colorado,Holy See (Vatican City State),Credit Card,122.53,245.07,17.54,Not Returned,S531,Paul Wilkinson,South,Q3,Cause cultural performance ability.
2024-02-28,P6879,Doll,Toys,6,87.77,526.62,264.71,261.91,Retail,C29090,Angela Williams,South Zoe,Maine,Saint Helena,Bank Transfer,0.0,52.66,15.42,Not Returned,S450,Denise Watson,East,Q1,Project culture area sound.
2024-03-23,P3548,Smartwatch,Electronics,8,778.66,6229.28,4077.91,2151.37,Retail,C84927,Brenda Yu,Bonniehaven,Massachusetts,Comoros,PayPal,934.39,622.93,4.11,Not Returned,S944,Angela Smith,South,Q1,Surface thank beyond into.
2024-02-23,P7161,Microwave,Home & Kitchen,7,837.34,5861.38,2752.02,3109.36,Retail,C37438,Michael Martinez,Marioshire,Iowa,Tonga,Credit Card,0.0,586.14,7.51,Not Returned,S388,Jeffrey Williams,East,Q1,But low scientist whatever model.
2024-12-13,P9242,Non-fiction,Books,9,143.91,1295.19,978.06,317.13,Wholesale,C71769,Evan Jensen,Martinton,Oklahoma,Bouvet Island (Bouvetoya),Credit Card,64.76,129.52,11.18,Not Returned,S494,Susan Steele,East,Q4,Senior affect computer impact whom.
2024-07-19,P9057,Doll,Toys,7,995.76,6970.32,4853.25,2117.07,Retail,C62000,Kenneth Wilkerson,North Angelaberg,Massachusetts,Switzerland,PayPal,1045.55,697.03,4.68,Not Returned,S407,Elizabeth Torres,East,Q3,What follow toward call four break front production.
